trans_mode,dis_mean,dis_std,dis_median,dis_min,dis_max,spe_mean,spe_std,spe_median,spe_min,spe_max,acc_mean,acc_std,acc_median,acc_min,acc_max,bea_mean,bea_std,bea_median,bea_min,bea_max
train,22.69705521395017,25.755801894688208,25.61720431261689,0.8885466584481975,3141.619899130225,22.405097146322227,7.412636377277807,25.60718545216786,0.007587519239589216,33.02649451090851,11.210895065587453,8.926007711387145,9.183470942161808,2.871470075147867e-09,30.335113012091234,5.236354495091319,0.9523434844940707,5.091401548262398,3.141592653589793,9.414093039937462
train,16.34476947029285,105.9676582870685,14.914245177927597,0.9885309153586773,13116.49184261222,14.53938735877579,4.479538594947963,14.891280226901065,0.01293388613020278,41.213913926750564,7.278382592289551,5.028585637427551,6.44468692538811,1.3667120013116298e-08,41.212035050456684,7.317669825750293,0.9756346556989048,7.385223222908036,3.141592653589793,9.422519879171208
walk,1.6690308142686439,2.8689991675419977,1.446532629415172,0.0,29.778078288389413,1.3555314911943626,0.8354879993509245,1.3872531116369158,0.0,7.232662835014015,0.8446085667348334,0.979973383574108,0.6224990000104149,2.031040406930002e-05,7.205659282428992,6.10065233657624,0.8148538628104439,6.193614025693241,4.625254493753165,7.9525850683118735
taxi,25.386438260292685,8.444486699686257,27.55380063591822,0.0,79.73827452366648,25.333227580983404,8.348949910752447,27.546049980625387,0.0,36.62560499919617,12.676282622221011,8.117857834996963,11.779499252806344,2.4879445610233647e-08,31.67581207141465,6.157785982372341,1.691336289793763,6.283185307179586,3.1501978971375677,9.3904987291977
train,392.4190879651301,172.04001873875603,443.5603591253929,0.0,4210.625579124618,26.36934038989944,10.446451297001003,29.995080084415633,0.0,39.06298044615127,0.11987938731726443,0.04861852795436998,0.1347908270667241,2.5757294469167515e-85,0.38783341891382567,5.707183823860468,2.0819787468789226,4.457916921248842,3.143534409721535,9.423976542528651
train,385.61511048366435,534.7328042032718,386.17148184024313,0.0,27664.93399462244,24.555186151193,10.011384789920742,25.67131012652849,0.0,88.74423505224922,0.16026916208622746,0.7628561856568197,0.11822354939806255,1.823166168236978e-69,21.641556558436637,6.097326550659982,2.1583455876866524,5.01375296756628,3.1419979263129347,9.42476224666968
train,518.754014080183,993.8635405851245,433.6486226886692,0.0,32417.551241898145,31.942201045545488,12.8824637965326,29.023814330651522,0.0,172.3515499576802,0.25092966129151006,3.80710035112927,0.13187531314196768,1.1725079883668687e-36,172.33396876493654,5.552375187087511,0.9276386947664381,5.569530821072249,3.1483009727916675,9.382206441781435
bus,72.31640684200687,60.44650784909223,70.97154811659252,0.0,223.13667027686373,4.85197398166058,4.0289657333544975,4.941177286765348,0.0,14.875778018457583,0.02203464117292994,0.018561819580623733,0.021832057962299607,9.113643919378958e-20,0.0658270335436196,5.308615089740781,0.8731200394847359,4.84284598040736,3.141592653589793,9.334451570232998
bus,15.332180180544947,14.808260514799208,13.72353134528861,0.0,475.42821631278775,13.720012521846966,8.030891820913485,12.693149059210915,0.0,45.792006531154016,6.841460174344268,7.529075681168304,3.5041424470786104,0.00015397038957881026,43.679307470914296,6.275058222650065,2.4620525384277534,6.963349074405319,3.141592653589793,9.414914853976313
bus,32.62828793244934,36.964388461915284,26.601004954298226,0.0,1337.8166000474675,22.372003083356795,7.556074131361572,25.871408911456328,0.0,54.54011881527905,10.119571425857428,10.428121611777845,5.345381627247196,1.7012430872421322e-05,54.116621563683026,5.896477938617195,1.0962719841587059,6.08400662105484,3.141592653589793,9.42476835596777
walk,2.0496269388246904,17.823348616229232,1.225361249514754,0.0,521.4067351432934,1.3102204065350502,0.592246442606354,1.2151590762559312,0.0,4.83080783382317,0.6906573653349094,0.5038411560127908,0.6246250015557724,3.159105136564771e-07,3.3286221538135914,6.163006513149743,0.1785521435126299,6.17767048186973,3.244692430254777,6.4016072551506715
train,23.805001900286253,11.569048088975224,23.44310029792132,0.6191731611161697,241.6087939410591,21.727082174076134,7.764056190003581,20.894516658269954,0.6191731611161697,63.87292009941457,10.549152482815913,9.611621569663617,7.731898185510603,0.0016179681081851527,62.38985819641939,7.802104289173178,1.3883438626566729,8.488360811292933,3.1459300604132503,9.422286371310436
bus,8.849552194908261,7.464293262171053,5.444586769960288,0.0,85.489920573029,8.176660761957413,6.078235742627808,5.331765151599636,0.0,22.90231935758015,4.003414516237334,4.373340360170062,2.586473121589519,5.262116178302323e-06,20.72701443865963,4.700639787418139,2.3087599673060923,3.188757740088709,3.141592653589793,9.424303422231587
walk,6.828610215207235,180.8631874920083,1.7374108533709427,0.47664215058792886,6862.388730054848,1.734535404106285,0.33393870359011346,1.7206076773490087,0.011836709921109422,4.096920253092477,0.8774163883569325,0.5891044630223266,0.8530621469362569,7.951427322769333e-09,3.7278306832419785,5.226140278246634,1.882155425857406,6.020384928985468,3.141592653589793,9.412020436459388
train,17.523423560812326,13.842431447531174,15.627907056951527,0.5458054913937576,464.84465918747793,16.143036523572484,7.873407474481676,15.441518753309584,0.5458054913937576,33.20318994196271,7.85261650648612,7.300373273317445,5.403092871802203,0.0009334950558379518,31.68328401567435,5.431661300888248,0.7148377857397118,5.609990323366105,3.141592653589793,9.419267243286495
walk,1.4854661888083527,4.6946822873398375,1.208771234232849,0.20552347174516308,117.83671193473843,1.2265824736640663,0.4053860454620569,1.2087607634154267,0.17074343217391327,3.8893347382923045,0.637826255760546,0.4356224655342019,0.5925147066566747,3.750082410386566e-05,2.6898604425318635,6.476078811836644,1.355599651704559,6.007817916407838,3.141592653589793,9.359657963116003
bus,5.512224961928075,7.406438882238691,4.447329074683886,0.0,213.72447508442357,4.71760264497431,3.579607380213111,4.041727232968114,0.0,20.21702634117082,2.345165932620977,2.5188547432661434,1.471519211564523,1.0521553739768209e-05,16.239293061036747,4.76229973524653,1.7006190861366384,4.524187924734578,3.141592653589793,9.421958164557966
walk,2.045318858492372,1.2114124600563487,1.781477504860461,0.47745804194105124,12.187953531755598,1.7466658897152203,0.7855587978684626,1.677294016090297,0.13438459082116727,6.315534053477749,0.9329003969161306,0.7859808037487863,0.7718417387919723,0.0026537268603552544,5.272277480553594,4.790431928018428,0.547499789398853,4.7970131512715195,3.178421565616803,6.631167820679547
train,35.83954401180665,20.556440728694184,42.23480872641065,0.7941478600436658,470.42174083234437,31.95582005808924,13.913371532421076,40.868401346878066,0.7941478600436658,47.584776125723096,14.891830455257866,12.417437053667932,9.214262594944188,0.0086848602694245,44.74942550705541,5.946896964927755,2.6944754821900916,3.8453005912742335,3.141592653589793,9.424718788611607
walk,1.4501410701125097,1.113144377324978,1.2538116458338564,0.22203553189113528,11.92694630232676,1.200110801622037,0.578412778529408,1.1013901342827839,0.16708394324442188,4.688508324705035,0.6424725871425895,0.5791323977283602,0.5042321436794353,9.232965212901916e-05,3.901879475144289,5.794347225441535,0.5811139082971742,5.938693974075721,3.1975986037232893,7.4898070839740365
taxi,9.402553883978241,5.548143180935872,8.659824843625694,0.47655777807552824,31.819004577080506,8.457922635695684,4.164884580295253,8.409154394957701,0.4440717419288711,16.20201728884999,4.014302132842868,3.4572537132779226,2.806484213721665,0.016235493415016844,12.654624643952321,5.554001234813344,1.3022967295084498,6.18488842884575,3.141592653589793,9.364772666083637
walk,2.7112390266926343,9.441995178681871,1.5866894133209888,0.4109783463484766,124.01595800107998,1.5565499927200122,0.4743508243359885,1.507068287178836,0.4109783463484766,3.414338026751645,0.7681038353474977,0.5543471828738926,0.6495289848667134,0.00011695969007813125,2.8268340749994723,5.298560220820274,1.1302610516367968,6.042740899078767,3.23753783250203,6.283185307179586
taxi,6.650159540233718,5.800234148567274,5.2597919491907925,0.0,29.493800403216824,5.906322869166949,4.665754558509928,5.001123543546123,0.0,15.617687413141262,2.842687484086315,3.279631591456964,1.636385511913077,0.00011577568618923325,14.041962355956343,6.259254919187163,0.47527734149870127,6.234698394528318,3.2477987199177822,9.371523766297477
train,22.998006214389054,19.7732404376178,24.419615785255477,0.0,1046.216747259399,20.37528427368254,9.925017084293971,23.464183221054515,0.0,50.26649540974481,9.520144203854827,8.268001247438733,6.034802046243289,1.6647032031933084e-07,49.93782970747907,6.432876829077687,0.7090488754580548,6.605087332494993,3.141592653589793,9.365380773829873
walk,2.5970340132933796,4.9611491078035295,1.8169019311665435,0.0,69.97372690611584,1.725727870702257,1.0748917661216675,1.6284702420529882,0.0,10.237552685900837,0.8539418594438705,0.8551718436761659,0.6177802792315265,0.00019667403750311951,6.102728422814897,5.778574890345949,0.8101171223645298,5.965162531155439,3.7520964567735047,7.575939415630429
bus,8.33218995852909,5.3761374396010195,8.733371127843531,0.0,37.53658516226461,7.406117738426738,4.101419006818147,8.263113498906717,0.0,14.84253281611573,3.520230942560666,3.205519801023065,2.25263132041143,0.0005929559231756689,11.55064464768046,7.809504707982559,0.45534308120403233,7.87231676109544,3.4000530558397664,9.306440521395281
subway,16.640859188339167,8.332182164664854,16.954083033714255,0.8183990475375099,75.07553390195561,14.417566862343149,5.137928237105312,16.514393629536098,0.4740877814069066,36.99480200326796,6.759717976919022,5.696619641820574,3.9293881233376293,0.00016362264823208342,33.323810227286366,6.465328923784822,0.16590157426657529,6.429102718548332,5.9580816786601085,6.855161700820878
bus,12.913110965022819,9.493600765529573,11.531691864859884,1.285863160250899,50.659440015850045,9.333585599350522,4.0115557420672285,10.050977917078598,0.4548222965171616,16.501466524318456,4.264387888112222,4.1535571140220515,2.499971988070585,0.003977759068252046,15.80746350291942,7.885430013176998,0.11547489946811425,7.891174234516216,7.5360872151777,8.12730654734395
walk,1.9504165625627194,1.2888262103039165,1.6226800695415975,0.0,9.656423695952897,1.4847658786790416,0.7419418305411544,1.3245172546438124,0.0,6.954470778450718,0.7517786077752391,0.7295009033369735,0.5617609467525018,0.0028151265617520163,5.474628800224037,4.8545039678556785,0.5667864900577505,4.752518748889497,3.4874337329161373,7.85398200934488
bus,9.774633239810985,7.251838135808789,9.661543975569677,0.0,139.67294101939197,8.509922575708663,4.589870694309556,9.14479145856241,0.0,20.388489598901934,4.0198250363925805,3.7541108172853783,2.574474210251468,3.5033016124829434e-06,16.97884519172505,5.073800403957928,1.79558551996556,4.712331535543393,3.141592653589793,9.417989540620772
walk,2.2194938753564832,1.9434658935271614,1.774024271317229,0.0,27.795136184565823,1.7459871503377469,0.8727241067925766,1.6280960212427098,0.0,10.219775508545851,0.931447615482708,0.9315145573740099,0.7154926556689332,8.468840508225259e-08,10.191314549024815,6.179454705986493,2.3638358086247964,5.7349096317758805,3.141592653589793,9.398381295076064
bus,8.348879537722594,4.598040862236025,8.438810772273927,0.0,28.01816381686966,7.425670473315032,3.419657776623045,7.958040445611817,0.0,15.184879859948484,3.512055808429587,3.0209565934225595,2.280892564163671,1.833471311973072e-05,12.484864464222166,6.937998804813097,2.083696757722265,7.7801310183126855,3.141592653589793,9.419348741312872
walk,2.0844935359623764,0.9844839920697224,1.7981214982090974,0.3330983226574389,7.532627367361107,1.7072287296042619,0.5635516278389907,1.6585532070301703,0.3192303467485224,4.417470977091288,0.8629822449763469,0.710514434727608,0.7745656620184295,0.0010799818514943772,4.098230537211121,7.724364153429857,1.4043434839719275,8.003210607934122,3.141592653589793,9.391897941109555
train,48.96885626827227,2267.305843894758,26.001004789473022,0.0,206108.2827593876,21.5564568211517,9.823227883630551,23.980256500516273,0.0,35.519470089393025,10.081970944378286,8.42724766544573,6.25684239531078,1.3089190534915194e-07,30.39434005387094,5.527458270474098,2.5603896700204074,3.833427248550648,3.141592653589793,9.424767597193128
train,26.50939828567457,184.99538256781335,26.722621333595814,0.0,24678.905484826522,22.568531921280503,9.373049391547816,26.201929919718115,0.0,35.80230419745732,10.538560290464805,8.509206913999622,6.280189673795279,2.406781312338096e-07,32.361032254909674,6.318893622168625,2.713418218715488,7.831204010759935,3.141592653589793,9.424708240623476
walk,1.5267853758748355,0.7715077540638469,1.378905782192111,0.0,12.891920898792618,1.311021352142887,0.38711169685620267,1.3031433167065938,0.0,3.376614771751852,0.6635209937154105,0.5043882762648811,0.58108369186854,0.00012378614454244818,3.070991414031226,6.038707781682267,1.0728663087746335,6.462571548644738,4.0161400266512,8.42647254338397
train,24.383202229083388,12.118199852139591,24.749562916075355,0.0,572.7252193908489,21.903287230397627,8.080762310725351,24.158143681222217,0.0,35.94067001674514,10.22682413678738,7.944556261454092,6.19505178706963,1.6490631020214575e-06,30.194128861765332,5.813697369981831,0.7572991930841849,6.031317727679092,3.141592653589793,9.407282845653425
train,28.910949161890496,15.929754351363892,30.57545511996002,0.0,965.3359135864308,25.758623674573656,8.621599886783194,30.263870988938887,0.0,49.145415323999245,11.999077341639968,9.14937323922783,6.710033400187605,2.0341236961123826e-07,32.82948287895558,6.166475066580153,0.37369820489629246,6.27753639065841,3.141592653589793,9.269865741186596
walk,1.3941046072433139,0.5435318841135474,1.2698728728161166,0.3767596670953946,4.265940207319439,1.2517859821037534,0.35046626848177515,1.2218162792743479,0.3767596670953946,3.513851392790552,0.6329624850146647,0.4567702277384943,0.5726954980021635,0.002583744287371237,3.2536025785958853,4.902000051246252,2.3164269732525145,3.740541794494596,3.141592653589793,9.341713401823796
train,28.283311333121915,206.45671173645886,29.47945246573632,0.26488136659360095,21473.774629035015,23.57581519096308,9.484712165382474,28.390169215228276,0.004215959707504848,35.29400390877778,10.993628328268569,8.84420427968048,6.560606360018827,7.94207003211537e-09,32.5808716253348,7.18399144741762,1.091374154970667,6.829928956700395,3.141592653589793,9.42378212095512
walk,1.6244660486123312,0.8201000927037346,1.5011427425248143,0.33305331734680105,5.578298958190619,1.3944077818548615,0.655840266185551,1.3371437930155374,0.13265407717125366,5.578298958190619,0.7359234589640116,0.6375028991320083,0.5991639189130438,0.0009282229332550074,3.1923936608500942,5.747456293196144,0.6311339357542575,5.95251300546264,3.403145159822246,6.7039150651792605
taxi,8.617758924556174,5.4112316232616875,7.761187667803363,0.0,40.422339694271926,7.62284389463203,3.9716521381538366,7.3432467288788565,0.0,25.047641177763467,3.605306991211563,3.3216829571636626,2.428989855921368,3.757860553689933e-05,21.83612063471221,5.691106223952553,0.969995878446547,6.175073328579987,3.335243682699615,9.025389053894576
taxi,10.388255753480925,6.970949499666657,9.877997154934976,0.0,118.82344916262623,9.13024823860211,4.373799066942199,9.10711392422507,0.0,19.68633253425075,4.297018863239114,3.7948418803253783,2.9445675932842486,2.111226251992603e-05,16.336902705459103,5.162167303063679,2.5046094058581754,3.5290815385955585,3.141592653589793,9.423546541769811
walk,2.0030988412276733,1.040354989850889,1.6652572174025513,0.222034297092434,5.681618264412383,1.6837126128616193,0.7790800491383894,1.6028878369103354,0.222034297092434,3.88560008116535,0.8431520557580782,0.6450648057680227,0.7268825425691077,0.0037258786514444966,2.633134999356237,7.343856120524459,1.095760861579805,6.913142621212516,3.141592653589793,9.259228350795846
taxi,7.923728152142321,5.1674009286201485,8.000027102793158,0.0,29.23389297708556,7.055908054725222,3.9666060011091235,7.431871771022548,0.0,16.221111805414907,3.340491870411656,2.978342211556362,2.475162570519511,7.285872676307928e-05,12.29998063673421,6.311026653034662,0.6015021258377128,6.299485273045971,3.141592653589793,9.417227840770591
walk,2.065793138628889,1.5297327461964085,1.6853564178941376,0.0,15.155134121474221,1.5843597282845692,0.9886519581342201,1.3322119104413483,0.0,7.617998753383693,0.9159508427299032,1.0288364365826719,0.5954159891552907,0.0011502299151690972,7.601139539748427,5.603346639720486,1.102442710415389,6.1092819655538095,3.1927879641012185,9.358962108518082
taxi,13.70477687569559,6.4723376443315255,13.077344383473102,1.6597242504089456,40.94308698129162,12.345802134473299,4.52390674561318,12.679188320089477,1.6597242504089456,23.4994649906041,5.794956409658096,4.532368079533588,3.690854459041262,0.02448072573890059,16.84548170002778,7.042818707559356,1.17949464938744,6.588575601834969,3.5801897137277634,9.40572265465453
walk,1.8865093691275054,1.2237072908513529,1.563838706863923,0.0,11.062006877516515,1.5879195316935708,0.9571105657044134,1.4331150792002638,0.0,9.007850512295526,0.8954352300907586,0.9776161339044195,0.723174894735142,0.0013517087518923887,8.905779877352405,5.021796962240864,1.6806101041637223,4.712377721941305,3.141592653589793,9.373988097984212
subway,20.45080649021831,69.62515483154615,17.456053565868537,0.0,3415.423736101361,16.484614854680313,6.303427175753388,17.046139985937778,0.0,50.95757204126118,7.709109852297722,6.1116842828468085,4.828742567459237,6.029506019101103e-07,27.428247655612147,5.880567701045037,1.8302300430379685,5.615258975208674,3.141592653589793,9.421481260149713
walk,2.6197353641438634,2.639490726866939,2.049005205454656,0.0,34.49845171441986,2.183494588684428,1.4127892337018604,1.916100600415652,0.0,11.451736685694645,1.1966810312354956,1.3542176438826639,0.7968946724384454,0.001245066012269247,11.450491619682376,7.306239820979098,2.013597310109167,8.38862948447768,3.141592653589793,9.3586596635595
bus,15.407362154030212,13.863409863807803,14.87431048065335,0.0,486.2347806513291,13.677992838461607,8.013539610560864,13.941509712097275,0.0,25.926883636239776,6.418051816696314,6.0421492241492984,4.337787723551314,0.00011943237761089567,21.47042121390801,5.430198355103936,2.0073250894576717,4.704202397991534,3.141592653589793,9.4208051892384
walk,2.0544770791524916,1.4428992617290093,1.6256682042464459,0.0,11.28965093649993,1.728363117896974,1.2107600989956802,1.4789792837754057,0.0,8.656747773940907,0.9214677428783381,1.024193616056319,0.6571334730786891,2.173099973786162e-07,7.542148518867731,6.233785323699077,1.2203776908721444,6.072777512058469,3.141592653589793,9.3376070126156
train,24.712646843104537,11.153174014995892,23.509321868950256,0.0,129.60476581771698,22.152177475599927,7.284742370736563,22.60413854178595,0.0,33.18906821084138,10.338569365066725,7.842374262896916,6.219118378142988,1.1035962148902324e-05,32.673471451711464,4.938821411651303,0.41431593295056746,4.893992479179628,3.141592653589793,9.419661743291412
walk,2.1862776463107427,3.658732926482209,1.4319406616116042,0.0,48.18870656901442,1.5489617212040427,1.1967840743537632,1.2766766195415493,0.0,4.625353306979316,0.8159304870734768,0.976792430591134,0.43529766063072034,5.7401091632415516e-09,4.454820302338133,6.823384501701901,1.9348614989936461,7.459190212324581,3.141592653589793,9.343561765076377
train,25.67621239359966,38.09601221219713,23.465442293891233,0.0,1921.5940053368024,21.952241354499808,7.357189733953653,22.88270001534845,0.0,39.97533182624846,10.23948651386266,7.816880850320734,6.103207672985711,9.852212450351773e-07,34.10137872863285,4.83536473576674,0.6660642387914485,4.741735234259118,3.141592653589793,9.418516614753473
bus,7.9484281043919935,5.257388770109477,7.312355226052265,0.17111380154904032,48.188597717761034,7.009760839871179,3.616195978326628,6.816767595544159,0.17111380154904032,15.201862381775326,3.3817812419840245,2.8917681797909833,2.4995183765451547,0.0006213711070288902,13.550437899175478,6.139335058280857,1.6410453015565105,6.009054838700697,3.141592653589793,9.407669731722459
walk,1.6165381194580368,0.9929654744984477,1.4771900126399495,0.08555693291828767,7.01383384997989,1.4416008777620375,0.7049710118249195,1.3705868823933622,0.08555693291828767,5.043529389460835,0.8222109103184726,0.7098573137114628,0.6264266563917209,0.004314571705829939,4.779325317082122,7.067204275132342,1.482630159380409,7.436765487835241,3.141592653589793,9.18053031787347
bus,7.5344771696118675,18.846565666616062,6.233653401221776,0.0,468.58796255711167,5.728475031321524,4.367457120027903,5.889690286578844,0.0,61.21921763035879,2.9087013138029376,4.038931733128975,1.6709823917341213,0.0001291876650038373,60.80862001471653,6.000117894618431,0.937029552830455,6.283185307179586,3.141592653589793,9.411336516577633
walk,32.30395429035683,426.1824839374708,1.5892595263308837,0.28029991737509663,5998.731435414893,1.5207076934027979,0.7658156492791711,1.4435016223942643,0.28029991737509663,4.951084042406203,0.8136100140590016,0.6898333165137387,0.6376319444185665,2.032989493174079e-06,4.357906847224342,6.707585308431271,0.5195759723016506,6.697934474943339,5.0946224254157695,8.45131576184225
subway,16.236777635531674,25.47096129102289,15.532673817087645,0.0,470.6564425676422,13.390497402203069,7.102625319015394,14.806163315016663,0.0,45.63182333228973,6.426790869637938,5.9593999426753035,3.8642531052359175,0.0013231250432271442,41.650864966920864,6.394808823264767,0.719298621483806,6.4563025360239195,3.141592653589793,9.318357751675714
walk,2.184600526824068,2.6213991227674542,1.674252805889815,0.0,46.46386467289396,1.8899018931799991,1.2820774415891345,1.554395511967107,0.0,8.331907547068726,1.1053751251948423,1.065438777377687,0.7978531962730682,1.45052362934396e-09,7.412405629129438,6.3982091663432845,1.5993126329810403,6.283185307179586,3.141592653589793,9.371983863965024
subway,10.99103942807455,8.760626039683178,10.636764521577206,0.0,43.419122957708744,9.75069635835054,7.048450007730073,9.898677496912278,0.0,24.617096348731838,4.632044641377214,4.965391918175325,2.728082292766584,4.6310285743002605e-05,18.29318327976781,4.127560004272807,1.8112952350861529,3.427001785583239,3.141592653589793,9.418580919953367
walk,1.680329702268334,0.9693489182475066,1.4976016584689678,0.08546905778982668,4.830140963676499,1.543734463853107,0.8977398586832239,1.3970782407410134,0.08546905778982668,4.830140963676499,0.793229813779865,0.7786450948749333,0.6047404404480543,0.005679340587905202,4.334382932082379,4.7322564478502205,0.9176776177443453,4.7123799623453895,3.141592653589793,8.675146261354646
taxi,11.75220778209738,8.235710955042656,10.519620940815637,0.0,49.201851418226205,10.506579021043338,6.550341302032522,10.257641682452412,0.0,24.658654610654033,4.967756633061148,4.910992438299362,3.2138806221485607,5.595284080482668e-05,20.314121362975154,6.0067691648531785,2.606788550237284,5.383594056438037,3.141592653589793,9.42158486648577
train,170.4895439113116,2639.0592295996944,29.062797516787835,0.0,63336.2811905074,30.377434757298253,19.855963700798753,24.997225595020936,0.0,82.90089161061178,14.154159207733516,14.5735937231048,9.183065166030929,4.88154271666577e-05,67.28721656340643,4.469023311591019,1.8474152607179286,3.496391111668461,3.141592653589793,9.419346597875334
walk,2.2417972522453224,6.301703101677681,1.566037867176422,0.42214061691286703,86.21219002430423,1.5956249271162595,0.7485330566814209,1.4959431351297918,0.22509710189113377,4.633128732562618,0.8317695376893353,0.7671980395324447,0.5873854626707709,1.6095897996099708e-06,4.318925446189405,7.759188587168009,1.2814837083537647,7.85397395299473,6.183452981227212,9.371647071536827
taxi,8.691635073637652,7.4551296540382825,8.393215559998053,0.0,65.2362430484242,7.664646276265269,5.0109630990685785,8.064697804771546,0.0,32.6181215242121,3.693829829441429,3.619139175193845,2.2756577184775724,0.006330641850623875,20.223286084802478,7.131307230545273,1.0507123260897633,6.63278450006144,4.712389971249826,9.37864279757059
taxi,15.37750547204598,6.384253402228403,15.552971700961294,1.3557179185345234,35.065514485804385,13.792447094052855,4.258683048344735,14.77463367821804,1.3557179185345234,20.395819431822556,6.466397573940115,5.15552655735668,4.610384499714437,0.17427166173809816,16.915724137101954,4.520896301112357,1.3693952741427957,3.3825900796380033,3.2595093047521835,6.225732051146891
walk,2.3418590762818354,1.7407786854637235,1.9062029952664619,0.14071273888948252,10.04461488223533,2.178806543588138,1.6886606895137886,1.7813519888694043,0.14071273888948252,10.04461488223533,1.352414288468853,1.6410889301910172,0.7879664151215202,0.026712525044868318,8.79315709135272,4.159273676640104,1.6419455884005751,3.336962811668729,3.1652037348969486,9.408261643936934
train,121.15349696657779,2072.370734565475,37.15567769461129,3.1368298686992064,61520.46814855383,35.003586997022445,17.5738234714728,35.56654570735149,2.8077104653028333,83.13576776831599,16.291050319119346,14.600595046769847,10.387728639744568,5.372364955073809e-05,67.35471981480188,6.856829219298099,0.7561077717792435,6.5437255060640105,6.188117597146576,9.101136285941307
taxi,9.88318265945732,7.761021179943349,9.099406265890583,0.0,38.755309123707626,8.811981910862253,6.209425763799551,8.407454569982711,0.0,21.384878228265748,4.160153471655542,4.350151956155697,2.707355828062944,1.3886145338759281e-05,16.953518715431443,6.4883435034068695,0.9426548014063761,6.310471313742433,3.141592653589793,9.41262361780382
bus,8.484433547555472,7.461244745296924,8.40442687967473,0.0,119.81641602392631,7.35352667616869,5.082252278039474,7.866007908265575,0.0,36.27295222207972,3.699309163864559,4.117204197970977,2.2184485735607797,1.3539934745716593e-06,35.32991475410393,7.274056236404325,1.2677499903552871,7.818463722219159,3.141592653589793,9.3181267561451
walk,1.414402471488754,1.2662005959768137,1.2044923592143844,0.0,11.058032590045286,1.259517568905136,0.8121674758818574,1.147777201687584,0.0,5.529016295022643,0.7291471290060709,0.7493279785944049,0.5940226744916978,0.009922670261354072,4.4347500189238405,5.784326874903326,0.733782460413405,5.80379300831002,3.6725710024564897,9.152633015742156
